Portal,ID Externo,URL,Operacion,Tipo Inmueble,Titulo,Descripcion,Precio,Moneda,Mantenimiento,Calle y Numero,Colonia,Delegacion/Municipio,Ciudad,Estado,Pais,Codigo Postal,Recamaras,Banos,Medios Banos,Estacionamientos,Terreno m2,Construccion m2,Niveles,Antiguedad,Anos Construccion,Num Fotos,Video URL,Tour 360 URL,Amenidades,Servicios,Extras,Exteriores,Ambientes Extra,Balcon,Elevador,Bodega,Estado Conservacion,Codigo Interno,Primera Vista
Lamudi,019cba7a-4fee-76d0-bef5-fb89aac7d489,https://www.lamudi.com.mx/detalle/41032-73-fb89aac7d4d2-5037-19cbac3-bf3e-7719,renta,local_comercial,Tienda / Local Comercial en Renta en Florida,"RENTA DEL PRIMER NIVEL Y SEGUNDO NIVEL DE LOCAL EN INSURGENTES SUR 1662 1)EL PRIMER NIVEL MIDE EN TOTAL 107 M2, SON 93 M2 INTERIORES Y 14 M2 DE TERRAZA Y CUENTA CON: -TERRAZA CON VISTA A INSURGENTES -2 BAÑOS -4 PRIVADOS 2)EL SEGUNDO NIVEL MIDE EN TOTAL 87 M2, 67 M2 INTERIORES Y 20 M2 DE TERRAZA Y CUENTA CON: -UN BAÑO -2 PRIVADOS -TERRAZA CON VISTA A INSURGENTES EL LOCAL SE CARACTERIZA POR: -UBICACIÓN PRIVILEGIADA EN INSURGENTES SUR 1662 CASI ESQUINA CON BARRANCA DEL MUERTO -FRENTE A LA ESTACIÓN DE METROBÚS JOSÉ MARÍA VELASCO -DOS ACCESOS, UNO POR INSURGENTES Y EL OTRO POR TECOYOTITLA -ENTORNO CONSOLIDADO CON COMERCIOS, OFICINAS Y SERVICIOS -IDEAL PARA NEGOCIOS O CORPORATIVOS *LAS PRIMERAS FOTOS SON RENDERS DE COMO PUDIERA QUEDAR EL LOCAL, SIN EMBARGO LAS SIGUIENTES FOTOS SON LAS FOTOS REALES DEL LOCAL",100000.0,MXN,,,Florida,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,,400.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4680-13bb-7550-868e-dcc8d2a0f2da,https://www.lamudi.com.mx/detalle/41032-73-dcc8d2a0f323-1404-19d46c9-86d7-7599,renta,local_comercial,Local en Centro Comercial en Renta en Jardines del Pedregal,"Local 74 m2 en renta en una de las Plazas Comerciales mas bonitas de Jardines del Pedregal. • Plaza comercial de arquitectura moderna con bancos, restaurantes ,gimnasio, etc. • Ubicado en Planta Baja. • Listo para operar. • Escaleras eléctricas y Elevador. • Escaleras de emergencia. • Cómodo estacionamiento techado para clientes. Condiciones: 1 Mes de renta adelantada 1 Mes de Deposito en Garantía 1 Mes de Guante o Derecho de Arrendamiento Contrato Minimo 2 Años 1 Mes de Gracia para Adecuaciones Aval con bien raíz Libre de Gravamen en CDMX. Renta : $ 88,000,000 M.N. Mantenimiento : $ 8,800 M.N Tenemos mas en greathomes.mx. EasyBroker ID: EB-VR3410",88000.0,MXN,,,Jardines del Pedregal,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,1,74.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019cba7f-3497-73d9-8b07-d3b4b63554ac,https://www.lamudi.com.mx/detalle/41032-73-d3b4b63554f5-34e0-19cbac8-8b50-7422,renta,local_comercial,Tienda / Local Comercial en Renta en Florida,"RENTA DEL PRIMER NIVEL DE LOCAL EN INSURGENTES SUR 1662 EL PRIMER NIVEL MIDE EN TOTAL 107 M2, SON 93 M2 INTERIORES Y 14 M2 DE TERRAZA. Y CUENTA CON: -TERRAZA CON VISTA A INSURGENTES -2 BAÑOS -4 PRIVADOS EL LOCAL SE CARACTERIZA POR: -CONTAR CON UBICACIÓN PRIVILEGIADA -EN INSURGENTES SUR 1662 CASI ESQUINA CON BARRANCA DEL MUERTO -EXCELENTE CONECTIVIDAD -FRENTE A LA ESTACIÓN DE METROBÚS JOSÉ MARÍA VELASCO -DOS ACCESOS: UNO POR INSURGENTES Y OTRO POR TECOYOTITLA -ENTORNO CONSOLIDADO POR COMERCIOS, OFICINAS Y SERVICIOS -IDEAL PARA NEGOCIOS O CORPORATIVOS *LAS PRIMERAS FOTOS SON RENDERS DE COMO PODRÍA QUEDAR EL LOCA, LAS SIGUIENTES FOTOS SON LAS FOTOS REALES DEL LOCAL",60000.0,MXN,,,Florida,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,,400.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467d-9f6d-75e2-8f26-1084e8d8ad5b,https://www.lamudi.com.mx/detalle/41032-73-1084e8d8ada4-9fb6-19d46c6-8f6f-762b,renta,departamento,Departamento en Renta en Roma Norte,"Departamento 142m2 en renta en Colonia Roma en bonita zona • Edificio pequeño de solo 4 niveles. • Desarrollado en 2 niveles con Terraza . • Agradable area social que se integra a la terraza. • Cocina integral abierta. • 2 recámaras, con baño . • Family . • 2.5 baños . • Edificio de bonita arquitectura. • Bodega. • Area de lavado. • 2 lugares de estacionamiento techados independientes. • Vigilancia 24 horas. • Se puede rentar amueblado. Renta: $ 60,000 M.N. Mantenimiento incluido. Descubre más en greathomes.mx. EasyBroker ID: EB-VR3383",60000.0,MXN,,,Roma Norte,Cuauhtémoc,Ciudad de México,Distrito Federal,Mexico,,,,,2,142.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467e-47ea-7c00-a9a7-4bf444dd5608,https://www.lamudi.com.mx/detalle/41032-73-4bf444dd5651-4833-19d46c7-a9f0-7c49,renta,casa,Casa en Renta en Lomas de San Ángel,"Bonita Casa San Angel en condominio tipo mexicano amueblada renta • En privada. • Hermosamente Amueblada. • Bonita Terraza. • Luminosa estancia de Sala-Comedor. • 3 recamaras. • Estacionamiento. • 2 y medio baños • Cocina integral equipada. • Centro de lavado. • 1 lugar de estacionamiento techado. • Lindo jardín común. • Vigilancia 24 horas. Renta: $ 67,500 M.N. Incluye el mantenimiento. Tenemos mas en greathomes.mx. EasyBroker ID: EB-VR2991",58000.0,MXN,,,Lomas de San Ángel,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,,290.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019cba87-beff-75dc-b28c-13d553e09c17,https://www.lamudi.com.mx/detalle/41032-73-13d553e09c60-bf48-19cbad0-b2d5-7625,renta,local_comercial,Tienda / Local Comercial en Renta en Florida,"RENTA DEL SEGUNDO NIVEL-EN INSURGENTES SUR 1662 EL SEGUNDO NIVEL MIDE EN TOTAL 87 M2, 67 M2 INTERIORES Y 20 M2 DE TERRAZA Y CUENTA CON: -UN BAÑO -2 PRIVADOS -TERRAZA CON VISTA A INSURGENTES EL LOCAL SE CARACTERIZA POR: -UBICACIÓN PRIVILEGIADA EN INSURGENTES SUR 1662 CASI ESQUINA CON BARRANCA DEL MUERTO -FRENTE A LA ESTACIÓN DE METROBÚS JOSÉ MARÍA VELASCO -DOS ACCESOS, UNO POR INSURGENTES Y EL OTRO POR TECOYOTITLA -ENTORNO CONSOLIDADO CON COMERCIOS, OFICINAS Y SERVICIOS -IDEAL PARA NEGOCIOS O CORPORATIVOS *LAS PRIMERAS FOTOS SON RENDERS DE COMO PUDIERA QUEDAR EL LOCAL, SIN EMBARGO LAS SIGUIENTES FOTOS SON LAS FOTOS REALES DEL LOCAL",50000.0,MXN,,,Florida,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,,400.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4698-62c3-76f9-902b-33a24830baa9,https://www.lamudi.com.mx/detalle/41032-73-33a24830baf2-630c-19d46e1-9074-7742,renta,departamento,Departamento en Renta en Ampliación Granada,"Renta de moderno departamento, iluminado. Sala comedor, medio de visitas, cocina integral abierta, área de lavado. Recamara principal con vestidor y baño, segunda recamara con closet y baño. 2 lugares de estacionamiento fijos. Cuota de mantenimiento incluida. Amenidades: Alberca techada, gimnasio, ludoteca, salón de eventos, salón de lectura. Vigilancia las 24 horas. EasyBroker ID: EB-VR2968",49000.0,MXN,,,Ampliación Granada,Miguel Hidalgo,Ciudad de México,Distrito Federal,Mexico,,,,,2,111.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467e-df2f-78b6-8c5f-fc56134505e6,https://www.lamudi.com.mx/detalle/41032-73-fc561345062f-df78-19d46c7-8ca8-78ff,renta,oficina,Oficina en Renta en Insurgentes Mixcoac,"Oficina 132 m2 en renta en Guadalupe Inn frente al Metrobus • Fácil acceso a pie y en coche. • Edificio de arquitectura moderna . • Frente a Metrobus . • Areas de trabajo abiertas. • Aire acondicionado. • 2 baños. • Elevador. • Escaleras de emergencia. • 1 lugar de estacionamiento. • Vigilancia y control de acceso 24 horas. Renta : 47,520 M.N. Mantenimiento incluido. Tenemos más en greathomes.mx. EasyBroker ID: EB-VR3213",47520.0,MXN,,,Insurgentes Mixcoac,Benito Juárez,Ciudad de México,Distrito Federal,Mexico,,,,,1,132.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4698-790e-7ad1-b391-ab78414c6c3e,https://www.lamudi.com.mx/detalle/41032-73-ab78414c6c87-7957-19d46e1-b3da-7b1a,renta,departamento,Departamento en Renta en Granada,"Renta moderno departamento, con vista panorámica. Sala comedor, cocina integral abierta, área de lavado. Recamaras baño y closet. Vigilancia las 24 horas. 2 lugares de estacionamiento fijos. Cuota de mantenimiento incluida. Amenidades: Alberca descubierta, gimnasio, cancha de paddle, salón de eventos, área infantil, bussines center. EasyBroker ID: EB-VR2933",45000.0,MXN,,,Granada,Miguel Hidalgo,Ciudad de México,Distrito Federal,Mexico,,,,,2,84.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467f-c543-7b36-91f6-b7a3903fab04,https://www.lamudi.com.mx/detalle/41032-73-b7a3903fab4d-c58c-19d46c8-923f-7b7f,renta,oficina,Oficina en Renta en Florida,"Oficina 100 m2 en renta en Guadalupe Inn, sobre Av.Insurgentes. • Fácil acceso. • Edificio de arquitectura moderna . • Frente a Metrobus. • Excelente iluminación natural • Área de trabajo abierta • 3 privados • 1 privado principal • 1 espacio para sala de juntas • 1 área de servicio de café • 1 closet de servicio o bodega • Aire acondicionado. • 2 baños. • Elevador. • Escaleras de emergencia. • 1 lugar de estacionamiento techado. • Pensiones cercanas • Vigilancia y control de acceso 24 horas. Renta : 43,300 M.N. Mantenimiento incluido. Tenemos más oficinas para ti en greathomes.mx. EasyBroker ID: EB-VR2994",43300.0,MXN,,,Florida,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,1,100.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467e-5f76-7bbc-b9b4-641fbbf5c4e4,https://www.lamudi.com.mx/detalle/41032-73-641fbbf5c52d-5fbf-19d46c7-b9fd-7c05,renta,oficina,Oficina en Renta en Florida,"Oficina de 110 m² en renta en Insurgentes Sur – Piso 3, Col. Florida • Oficina muy bien iluminada ubicada en el cuarto piso sobre Av. Insurgentes Sur, en la Colonia Florida. • Espacio amplio, moderno y totalmente abierto con piso laminado en excelente estado. • 110 m² muy aprovechados. • Área abierta amplia que permite distintos layouts de trabajo • 2 privados con buena iluminación • Recepción con reja de seguridad • Piso laminado en todo el espacio • Ventanales amplios con vistas arboladas • Baños entre pisos • Excelente luz natural durante todo el día • Edificio de uso exclusivamente corporativo • 1 Estacionamiento. Renta mensual: $ 40,600 M.N. (cuota de vigilancia incluida) Tenemos mas en greathomes.mx. EasyBroker ID: EB-VR3092",40600.0,MXN,,,Florida,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,1,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467f-0535-7003-8a4e-ffae0f92ec80,https://www.lamudi.com.mx/detalle/41032-73-ffae0f92ecc9-57e-19d46c8-8a97-704c,renta,oficina,Oficina en Renta en Guadalupe Inn,"Oficina en renta – 110 m² –8 piso Insurgentes Sur – Col. Florida – • Oficina de 110 m² en excelente ubicación sobre Av. Insurgentes Sur, en la Colonia Florida. • A pasos de la estación de Metrobus Francia • Espacio muy amplio y versátil, con gran iluminación natural gracias a ventanales en área abierta y privados. • Distribución: – Área abierta amplia ideal para estaciones de trabajo, recepción o showroom. – 2 privados con luz natural, perfectos para dirección o salas de juntas. • Pisos de cerámica y muros blancos listos para personalizar con la imagen de tu empresa. • Reja de seguridad en la entrada para mayor control. • Baños entre pisos de uso común. • 1 lugar de estacionamiento. • Edificio con vigilancia y control de acceso. • Ideal para despachos contables, consultorías, agencias, oficinas corporativas o empresas de servicios. Renta mensual: $40,600 M.N. (incluye cuota de vigilancia) Tenemos más opciones de oficinas para ti en greathomes.mx. EasyBroker ID: EB-VR3085",40600.0,MXN,,,Guadalupe Inn,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,1,,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467d-81cb-7b34-a163-2eb81b77b2cb,https://www.lamudi.com.mx/detalle/41032-73-2eb81b77b314-8214-19d46c6-a1ac-7b7d,renta,oficina,Oficina en Renta en Florida,"Oficina en renta – Insurgentes Sur- Col. Florida – Piso 7 • Oficina de 110 m² en edificio corporativo sobre Av. Insurgentes Sur, una de las zonas más conectadas de la CDMX. • Distribución funcional: – Área amplia de recepción ideal para atención a clientes o sala de espera. – 3 privados con buena iluminación natural. – Espacio abierto para estaciones de trabajo. • Cocina con tarja integrada para servicio interno. • Baño dentro de la oficina, más baños comunes entre pisos. • Pisos mixtos (cerámica + laminado) y muros blancos listos para personalizar. • Reja de seguridad en acceso. • 1 lugar de estacionamiento. • Edificio con vigilancia. • Cerca de Metrobus Francia y parada José María Velasco. Renta mensual: $40,600 M.N. Incluye cuota de vigilancia. Tenemos más opciones de oficinas para ti en greathomes.mx. EasyBroker ID: EB-VR3087",40600.0,MXN,,,Florida,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,,110.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4685-5262-7eff-8335-02345262b7a8,https://www.lamudi.com.mx/detalle/41032-73-2345262b7f1-52ab-19d46ce-837e-7f48,renta,casa,Casa en Renta en Chimalli,"Hermosa casa, con espacios amplios, en fraccionamiento Residencial Chimalli. Tiene vigilancia 24hs, son 260 casas en total. El fraccionamiento tiene áreas comunes: Parque arbolado con hermosos Jardines, bancas, espacio para pasear mascotas, salón de usos múltiples, WC, cancha de basket, cancha de futbol, espacio para hacer ejercicio, áreas de jardín con juegos infantiles. PLANTA BAJA: - Garage para dos autos - Área de lavado - Jardin de 1.5 por 1.5m Al entrar encontramos: - Estudio que podría funcionar como recámara - Sala amplía con vista a la terraza - Comedor amplio con vista a la terraza -Cocina cerrada con salida al área de estacionamiento donde está el área de lavado - Medio baño - Pasillo de distribución - Terraza - Bodega PRIMER PISO: - Cuatro habitaciones, la principal con vestidor y baño - Otro baño completo - Clóset de blancos de dos paredes en todo el hall de distribución SEGUNDO PISO - Dos cuartos de servicio - Un baño completo Sistema de videovigilancia con circuito cerrado en toda la casa Se acepta una mascota. EasyBroker ID: EB-US8746",39500.0,MXN,,,Chimalli,Tlalpan,Ciudad de México,Distrito Federal,Mexico,,,,,2,260.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4698-03a1-7bf7-abca-34d8357b776a,https://www.lamudi.com.mx/detalle/41032-73-34d8357b77b3-3ea-19d46e1-ac13-7c40,renta,departamento,Departamento en Renta en Xoco,"Renta exclusivo y confortable LOFT amueblado, con aire acondicionado y persianas electricas, con hermosa vista panorámica hacia los volcanes. En una área TOTALMENTE ABIERTA: se distribuye en 68 m2, la cocina integral abierta (con refrigerador y lavaloza), comedor, sala, área de lavado (con centro de lavado). Mueble tipo librero de madera, empotrado en toda la pared (para distintos fines de espacio, almacenaje y un escritorio). Además, de formar parte de la base y cabecera de la cama, de tamaño Queen Size y mueble para televisión (que se oculta de manera electrónica), vestidor y baño. Más $4,000 de cuota de mantenimiento. Un amplio lugar de estacionamiento fijo y una amplia bodega. Amenidades: Alberca para adultos, alberca para niños, jacuzzi, gimnasio, área de pilates, ludoteca, jardín de niños, cine, salón de eventos y salones privados para reuniones con amigos o sala de juntas. Vigilancia 24 horas y acceso controlado. **Precio sujeto a cambio, sin previo aviso**. EasyBroker ID: EB-VR2984",38000.0,MXN,,,Xoco,Benito Juárez,Ciudad de México,Distrito Federal,Mexico,,,,,1,68.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4680-4aed-7b18-a090-360bb0dfa820,https://www.lamudi.com.mx/detalle/41032-73-360bb0dfa869-4b36-19d46c9-a0d9-7b61,renta,oficina,Oficina en Renta en Florida,"🏢 Oficina 90 m² en renta – 4° piso – Insurgentes Sur, Colonia Florida Excelente iluminación • Privados con vidrio • Vista arbolada • Elevador a piso • Oficina muy bien iluminada ubicada en el cuarto piso sobre Av. Insurgentes Sur, en la Colonia Florida, dentro de edificio corporativo con vigilancia. • Espacio amplio con piso laminado en buen estado, distribución versátil y ventanales de piso a techo con vista arbolada. • 3 privados con muros de vidrio y luz natural, ideales para dirección, reuniones o trabajo administrativo. • Área abierta perfecta para estaciones de trabajo, equipos creativos u operación. • Recepción o zona de control de acceso al entrar. • Cocineta o área para preparar alimentos (entre pisos). • Baños entre pisos. • Elevador directo al piso, lo que facilita accesos y tránsito interno. • 1 lugar de estacionamiento en garage techado. • Excelente ubicación sobre Insurgentes: Metrobus a unos pasos, rápido acceso a Circuito Interior, Av. Universidad, San Ángel y zona comercial. Renta : $ 33,300 M.N. Mantenimiento Incluido Tenemos más en greathomes.mx. EasyBroker ID: EB-VR2542",33300.0,MXN,,,Florida,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,,90.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d467d-c4f0-7455-b54f-f8cd641e3832,https://www.lamudi.com.mx/detalle/41032-73-f8cd641e387b-c539-19d46c6-b598-749e,renta,casa,Casa en Renta en San Agustín del Pueblo Tetelpan,"Casa 147m2 en renta en condominio en Colonia Lomas A. Tetelpan • A 1,500 m de Periferico Sur , Altavista y Televisa San Angel. • Privada muy tranquila . • Pisos de cerámica. • Sala-Comedor con chimenea. • Cocina . • Desayunador. • Patio techado. • 3 recámaras. • Balcón . • 2.5 baños . • Area de lavado y Terraza . • Gas estacionario . • 2 lugares de estacionamiento. • Agradables áreas verdes comunes. Renta: $27,000 M.N. Mantenimiento incluido. Tenemos mas en greathomes.mx. EasyBroker ID: EB-VR2586",27000.0,MXN,,,San Agustín del Pueblo Tetelpan,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,2,175.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4680-5ace-76b9-aaaa-075f867fa206,https://www.lamudi.com.mx/detalle/41032-73-75f867fa24f-5b17-19d46c9-aaf3-7702,renta,departamento,Departamento en Renta en Chimalistac,"Departamento 190 m2 en Renta en Colonia Chimalistac • A una cuadra de Insurgentes Sur y el Parque de la Bombilla • Calle empedrada y muy tranquila. • Pisos de cerámica. • Estancia Sala-Comedor muy amplia y bien iluminada • Cocina integral con puerta de acceso independiente • Área de lavado. • Espacio para guardar blancos • 2 recámaras con clóset • 2 baños completos • 2 lugares de estacionamiento. • Vigilancia Renta: $27,000 M.N. Mantenimiento incluido. Descubre mas en greathomes.mx. EasyBroker ID: EB-VR3411",27000.0,MXN,,,Chimalistac,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,2,190.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4681-14bc-7442-9207-a8cc434f776a,https://www.lamudi.com.mx/detalle/41032-73-a8cc434f77b3-1505-19d46ca-9250-748b,renta,casa,Casa en Renta en Lomas de San Ángel,"Preciosa residencia de lujo de 1,122m2 en renta en San Angel • Espectacular jardín con grandes arboles. • Terraza que se integra al jardín. • A pocos metros de la Iglesia de San Jacinto. • Desarrollada en 2 niveles. • Elevador . • Alberca techada con vestidores y baños de hombres y mujeres. • Family. • Despacho con baño y vista al jardín. • 3 recamaras con baño y vestidor. • 3 y medio baños. • Cocina integral super amplia. • Desayunador. • Cuarto de servicio con baño. • Cuarto de lavado . • 8 lugares de estacionamiento (4 techados ) • Cancha de Frontón Universal Carisma. • Biblioteca . • Salón de juegos con baño, . • Bodega. • Paneles solares.. • Caseta de Vigilancia con baño. Renta: 25,000 USD Incluye Mantenimiento. ¡Síguenos!...Somos líderes en asesoría inmobiliaria con ¡verdadero valor agregado! ¡Estrena con GreatHomes Rs!. EasyBroker ID: EB-VR2545",25000.0,USD,,,Lomas de San Ángel,Álvaro Obregón,Ciudad de México,Distrito Federal,Mexico,,,,,8,1122.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,0196c730-61fc-775f-8fb0-a2497ba63819,https://www.lamudi.com.mx/detalle/41032-73-a2497ba63862-6245-196c779-8ff9-77a8,renta,oficina,Oficina en Renta en Polanco,Se rentan oficinas en edificio AAA en Reforma (ferrocarril de cuernavaca) Piso 6 Certificado de calidad 240 metros 216 útiles 7 cajones de estacionamiento Más mantenimiento Más iva. EasyBroker ID: EB-TC4156,8480.0,USD,,,Polanco,Miguel Hidalgo,Ciudad de México,Distrito Federal,Mexico,,,,,7,240.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4698-0bfe-7121-ab9d-d99726a7ad54,https://www.lamudi.com.mx/detalle/41032-73-d99726a7ad9d-c47-19d46e1-abe6-716a,renta,departamento,Departamento en Renta en Polanco,"Renta moderno departamento finamente amueblado de diseñador y equipado de lujo, con vista arbolada; enfrente del Parque Gandhi. Amplia sala comedor con salida a la terraza, medio baño de visitas, área de televisión, cocina integral con antecomedor, cuarto de servicio con baño y área de lavado. Recamara principal con vestidor, baño y balcón, segunda y tercera recamara con baño, closet y balcón . Dos amplios estacionamientos fijos y 1 bodega. Estricta vigilancia las 24 horas. EasyBroker ID: EB-VR2944",6000.0,USD,,,Polanco,Miguel Hidalgo,Ciudad de México,Distrito Federal,Mexico,,,,,2,210.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,019d4686-7960-7e71-9ce6-859fd93470f7,https://www.lamudi.com.mx/detalle/41032-73-859fd9347140-79a9-19d46cf-9d2f-7eba,renta,departamento,Departamento en Renta en San Francisco Culhuacan Barrio San Juan,"RENTA SOLO DE RECAMARA PARTE DE UN DEPTO. HABITADO, CON ÁREAS COMUNES COMPARTIDAS. (Baño, Cocina, Sala, Comedor, área de lavado y tendido) +Excelente ubicación frente a Paseos de Taxqueña, conecta con Calzada Taxqueña, Canal Nacional y Río Churubusco. ++A 2 km de metro linea dorada Mexicalcingo, A 3km de metro taxqueña, A km y medio supermercado y parques. +++Con buena iluminación natural. ****Con áreas verdes para disfrutar. ***Servicios incluidos Internet y streaming Netflix etc.. Luz, Agua, Gas ** último precio de renta. Nota: Para una convivencia sana, personas ordenadas y que les guste vivir en pulcritud. Nota: Si el inquilino esta el 95% en casa haciendo Home Office y no labora afuera el precio de renta se ajusta así como los servicios solo si se consume más de de lo habitual se tendría que ajustar por el aumento de consumo con el propietario* - No tiene estacionamiento sin embargo, en la misma calle o en calles aledañas hay lugar suficiente para estacionarse y es una buena opción ya que la colonia en general es muy tranquila y segura o bien existe la opción de rentar lugar ahí mismo. CON ÁREAS COMUNES DE LA CASA COMPARTIDAS. EasyBroker ID: EB-VR3202",5500.0,MXN,,,San Francisco Culhuacan Barrio San Juan,Coyoacán,Ciudad de México,Distrito Federal,Mexico,,,,,,60.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,e927d3fc-642b-41d7-b6f8-4348ab3dd3f3,https://www.lamudi.com.mx/desarrollo/41032-73-4348ab3dd43c-6474-e927d445-b741-4220,renta,,"MEXICO CITY, Spaces Prado Sur","En Spaces MEXICO CITY, Spaces Prado Sur, podemos apoyarte con lo siguiente: · Oficina: tu propia oficina corporativa con todos los servicios y un contrato flexible que se adapta a tu negocio, con acceso diario las 24 horas. · Suscripción de coworking: trabaja desde miles de espacios de coworking en todo el mundo, todos con contratos flexibles y acceso ilimitado en un horario hábil. · Escritorio de uso exclusivo: tu propio escritorio privado en una oficina compartida o espacio abierto al que puedes tener acceso diario las 24 horas, con taquilla incluida y un contrato flexible. · Salas de reuniones: elige entre miles de salas de reuniones bajo demanda y espacios para eventos con todos los servicios que puedas necesitar; son totalmente personalizables para cualquier tipo de evento y duración. · Oficina virtual: causa la mejor impresión con una dirección comercial profesional en una de nuestras ubicaciones y deja que gestionemos tus llamadas y tu correspondencia. La oferta y precio mostrados en este listado son orientativos y están sujetos a disponibilidad. Todas las imágenes que se muestran en este anuncio pertenecen a nuestras ubicaciones, sin embargo, podrían no corresponder a este centro en específico. Ponte en contacto con nosotros",1457.0,MXN,,,Lomas de Chapultepec,Miguel Hidalgo,Ciudad de México,Distrito Federal,Mexico,,,,,,1.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
Lamudi,94cbe32c-95bc-413b-a141-d3c946e65f74,https://www.lamudi.com.mx/desarrollo/41032-73-d3c946e65fbd-9605-94cbe375-a18a-4184,renta,,"MEXICO CITY, Spaces Polanco Arquímedes","En Spaces MEXICO CITY, Spaces Polanco Arquímedes, podemos apoyarte con lo siguiente: · Oficina: tu propia oficina corporativa con todos los servicios y un contrato flexible que se adapta a tu negocio, con acceso diario las 24 horas. · Suscripción de coworking: trabaja desde miles de espacios de coworking en todo el mundo, todos con contratos flexibles y acceso ilimitado en un horario hábil. · Escritorio de uso exclusivo: tu propio escritorio privado en una oficina compartida o espacio abierto al que puedes tener acceso diario las 24 horas, con taquilla incluida y un contrato flexible. · Salas de reuniones: elige entre miles de salas de reuniones bajo demanda y espacios para eventos con todos los servicios que puedas necesitar; son totalmente personalizables para cualquier tipo de evento y duración. · Oficina virtual: causa la mejor impresión con una dirección comercial profesional en una de nuestras ubicaciones y deja que gestionemos tus llamadas y tu correspondencia. La oferta y precio mostrados en este listado son orientativos y están sujetos a disponibilidad. Todas las imágenes que se muestran en este anuncio pertenecen a nuestras ubicaciones, sin embargo, podrían no corresponder a este centro en específico. Ponte en contacto con nosotros",1457.0,MXN,,,Polanco,Miguel Hidalgo,Ciudad de México,Distrito Federal,Mexico,,,,,,1.0,,,,,0,,,null,null,null,null,null,,,,,,2026-04-01T01:24:23
